name,price_eur,display_inch,display_cm,display_resolution,display_ratio,weight_kg,height_mm,width_mm,depth_mm,operating_system,cpu_processor,ram_memory,gpu_integrated,gpu_extra,internal_storage_gb,storage_type,battery_life_h,battery_capacity_wh,psu_watts,audio_system,speakers_count,has_touchscreen,keyboard_backlit,keyboard_numpad,has_webcam,has_bluetooth,bluetooth_version,wifi_standard,product_ean,product_sku,release_year,category
"Apple MacBook Air M1 256GB, Space grau",912.99,13.0,33.8,2560x1600,16:9,1.29,16.1,304.1,212.4,macOS Big Sur,M1,8.0,Apple GPU,,256.0,SSD,18.0,49.9,30.0,Dolby Atmos,2.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),194252056042.0,MGN63D/A,2020.0,Notebooks
MSI Stealth 17 Studio A13VI-013 - Intel Core i9 13900H / 2.6 GHz - Win 11 Home - GeForce RTX 4090 - 64 GB RAM - 4 TB SSD NVMe,4680.23,17.3,43.9,3840x2160,16:9,2.8,20.1,397.6,283.5,Windows 11 Home,i9-13900H,64.0,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4090,4.0,SSD,,99.0,240.0,,2.0,False,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4711377038829.0,0017P2-013,,Notebooks
MSI Summit E14 FlipEvo A12MT-049 i7-1260P/16GB/1TB W11H,1651.12,14.0,35.6,2880x1800,,1.6,17.9,314.0,227.5,Windows 11 Home,i7-1260P,16.0,Intel Iris Xe Graphics,,1000.0,SSD,,72.0,65.0,,2.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),4719072938260.0,0014F1-049,,Notebooks
Gigabyte GBT AORUS 15 9KF-E3DE383SH i5 W11 144Hz,1087.38,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4719331992392.0,AORUS 15 9KF-E3DE383SH,,Notebooks
Fujitsu Lifebook A3511 FHD i3-1115G4 8GB 256GBSSD o. DVD,354.97,15.6,39.6,1920x1080,,1.95,23.9,361.0,244.0,,i3-1115G4,8.0,Intel® UHD Graphics,,256.0,SSD,,45.0,,,2.0,False,False,True,True,True,5.1,Wi-Fi 6E (802.11ax),4065221248040.0,FPC04902BS,,Notebooks
LENOVO TP X1 CARBON G11 I7-1355U 16GB 512GB SSD 14.0 WUXGA W11P,1997.16,14.0,35.6,1920x1200,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Atmos,4.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),196804338804.0,21HM004FGE,,Notebooks
Apple MacBook Air M2 Chip 8-Core CPU und 8-Core GPU 8GB gem. RAM 256GB SSD DE - Mitternacht,1098.0,13.6,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,8.0,Apple GPU,,256.0,SSD,,52.6,30.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),194253083092.0,MLY33D/A,2022.0,Notebooks
Lenovo ThinkPad E16 AMD G1 R7-7730U 16/512 SSD WUXGA W11P,886.61,16.0,40.6,1920x1200,,1.97,19.9,356.1,247.7,Windows 11 Pro,AMD SoC,16.0,AMD Radeon,,512.0,SSD,,57.0,65.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),197529232095.0,21JT000HGE,,Notebooks
ACER CHROMEB SPIN 714 CP714-2WN-36G6,748.88,14.0,35.6,1920x1200,16:10,1.37,18.1,312.6,224.0,ChromeOS,i3-1315U,8.0,Intel® UHD Graphics,,128.0,SSD,,56.0,65.0,,2.0,True,True,False,True,True,5.2,Wi-Fi 6E (802.11ax),4711121571176.0,NX.KLDEG.001,,Notebooks
Fujitsu Lifebook U7411 FHD i7-1165G7,1538.12,14.0,35.6,1920x1080,,1.2,17.9,322.0,211.0,Windows 10 Pro,i7-1165G7,16.0,Intel Iris Xe Graphics,,512.0,SSD,,65.0,,,2.0,False,False,False,True,True,5.1,Wi-Fi 6 (802.11ax),4063872950947.0,VFY:U7411MF7AMDE,,Notebooks
Lenovo ThinkPad E16 G1 i5-1335U 16/512 SSD WUXGA IPS W11P,955.53,16.0,40.6,1920x1200,16:10,1.97,19.9,356.1,247.7,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),197529356043.0,21JN004RGE,,Notebooks
LENOVO TP L15 G4 I5-1335U 16GB 512GB SSD 15.6 FHD W11P,1102.9,15.6,39.6,1920x1080,16:9,1.77,19.9,360.2,237.0,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Audio,2.0,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),197529238653.0,21H3002AGE,,Notebooks
LENOVO E14 G5 I5-1335U 16GB,956.72,14.0,35.6,1920x1200,16:10,1.53,18.0,313.0,219.3,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Atmos,2.0,False,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),197529353240.0,21JK005AGE,,Notebooks
Lenovo ThinkBook 15 G4 i5-1235U 16/512GB FHD IPS W11P,830.82,15.6,39.6,1920x1080,16:9,1.7,18.9,357.0,235.0,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,6.0,45.0,65.0,Dolby Audio,2.0,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),196379632130.0,21DJ000GGE,,Notebooks
LENOVO TP L15 G4 R5P 7530U 16GB 512GB SSD 15.6 FHD W11P,998.32,15.6,39.6,1920x1080,16:9,1.77,19.9,360.2,237.0,Windows 11 Pro,AMD SoC,16.0,AMD Radeon,,512.0,SSD,,57.0,65.0,,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197529781418.0,21H7001YGE,,Notebooks
Lenovo ThinkPad E16 AMD G1 R5-7530U 16/512 SSD WUXGA W11P,892.35,16.0,40.6,1920x1200,,1.97,19.9,356.1,247.7,Windows 11 Pro,AMD SoC,16.0,AMD Radeon,,512.0,SSD,,57.0,65.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),197529233900.0,21JT000FGE,,Notebooks
Lenovo ThinkPad T14 G4 i7-1355U 16/512GB SSD WUXGA W11P 21HD005XGE,1878.29,14.0,35.6,1920x1200,16:10,1.36,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529313510.0,21HD005XGE,,Notebooks
Lenovo ThinkPad T14 G4 i5-1335U 16/512GB SSD WUXGA 4G W11P,1696.4,14.0,35.6,1920x1200,16:10,1.36,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529340875.0,21HD004KGE,,Notebooks
LG GRAM 17Z90Q-G.AP78G i7 W11P FHD black,1266.53,17.3,43.2,2560x1600,16:10,1.35,17.7,378.8,258.8,Windows 11 Pro,i7-1260P,16.0,Intel Iris Xe Graphics,,1000.0,SSD,,80.0,,DTS:X Ultra,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),8806091692139.0,17Z90Q-G.AP78G,,Notebooks
LENOVO E14 G5 I5-1335U 8GB,882.87,14.0,35.6,1920x1200,16:10,1.53,18.0,313.0,219.3,Windows 11 Pro,Intel SoC,8.0,Intel Iris Xe Graphics,,256.0,SSD,,57.0,65.0,Dolby Atmos,2.0,False,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),197529353646.0,21JK0057GE,,Notebooks
LENOVO 14s Yoga G3 Intel Core i7-1355U FHD 16GB 512GB SSD UMA W11P Mineral Grey,1296.23,14.0,35.6,1920x1080,16:9,1.5,16.9,320.0,216.0,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,11.7,60.0,65.0,Dolby Atmos,2.0,True,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),196803532135.0,21JG0008GE,,Notebooks
"Lenovo V15 G3 15.6"" i5-1235U 8/256GB SSD FHD W11P",583.36,15.6,39.6,1920x1080,16:9,1.7,19.9,359.0,236.0,Windows 11 Pro,Intel SoC,8.0,Intel Iris Xe Graphics,,256.0,SSD,5.3,38.0,65.0,Dolby Audio,2.0,False,False,True,True,True,5.0,Wi-Fi 5 (802.11ac),196379808511.0,82TT0008GE,,Notebooks
LENOVO E16 G1 I5-1335U 8GB,883.95,16.0,40.6,1920x1200,16:10,1.97,19.9,356.1,247.7,Windows 11 Pro,Intel SoC,8.0,Intel Iris Xe Graphics,,256.0,SSD,,57.0,65.0,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),197529354926.0,21JN004NGE,,Notebooks
Dell LATITUDE 5430 I5-1235U 8GB 256GB SSD W10P,903.3,14.0,35.6,1920x1080,16:9,1.36,1.93,321.4,212.0,Windows 10 Pro,i5-1235U,8.0,Intel Iris Xe Graphics,,256.0,SSD,,58.0,65.0,MaxxAudio Pro,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184705278.0,G437V,2022.0,Notebooks
Lenovo ThinkPad T14 G4 i5-1335U 16/512GB SSD WUXGA W11P,1635.77,14.0,35.6,1920x1200,16:10,1.36,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529323618.0,21HD0043GE,,Notebooks
"Lenovo ThinkBook 15 AMD G4 15.6"" R7-5825U 16/512GB FHD IPS W11P",824.83,15.6,39.6,1920x1080,16:9,1.7,18.9,357.0,235.0,Windows 11 Pro,AMD SoC,16.0,AMD Radeon Graphics,,512.0,SSD,6.0,45.0,65.0,Dolby Audio,2.0,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),196379417027.0,21DL000BGE,,Notebooks
"Lenovo ThinkBook 15 G4 15.6"" i7-1255U 16/512GB FHD IPS W11P",953.17,15.6,39.6,1920x1080,16:9,1.7,18.9,357.0,235.0,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,6.0,45.0,65.0,Dolby Audio,2.0,False,True,True,True,True,5.1,Wi-Fi 6 (802.11ax),196379633182.0,21DJ000DGE,,Notebooks
Fujitsu Lifebook A3511 i5-1135G7 FHD 8GB 256GB SSD DVD W11P Academic,521.76,15.6,39.6,1920x1080,,1.95,23.9,361.0,244.0,Windows 11 Pro,i5-1135G7,8.0,Intel Iris Xe Graphics,,256.0,SSD,,,,,2.0,False,False,True,True,True,5.1,Wi-Fi 6 (802.11ax),4065221250937.0,FPC04966BS,,Notebooks
LENOVO T16 G2 I7-1355U 32GB,2262.41,16.0,40.6,3840x2400,16:10,1.67,20.5,361.9,255.5,Windows 11 Pro,Intel SoC,32.0,Intel Iris Xe Graphics,,1.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197529280324.0,21HH002WGE,,Notebooks
"Lenovo ThinkPad E14 AMD G5 14.0"" R7-7730U 16/512 SSD WUXGA W11P",967.65,14.0,35.6,1920x1200,16:10,1.53,18.0,313.0,219.3,Windows 11 Pro,AMD SoC,16.0,AMD Radeon,,512.0,SSD,,57.0,65.0,Dolby Atmos,2.0,False,True,False,True,True,5.1,Wi-Fi 6 (802.11ax),197529224663.0,21JR000AGE,,Notebooks
LENOVO V15 G4 I5-1335U 16GB,737.4,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196804874920.0,83A1001JGE,,Notebooks
"LENOVO ThinkBook 14 AMD G4 AMD Ryzen 5 5625U 35,6cm 14Zoll FHD 16GB 512GB SSD UMA W11P 1YCI Topseller",766.03,14.0,35.6,1920x1080,16:9,1.4,17.9,323.0,218.0,Windows 11 Pro,AMD SoC,16.0,AMD Radeon Graphics,,512.0,SSD,6.0,45.0,65.0,Dolby Audio,2.0,False,True,False,True,True,5.2,Wi-Fi 6 (802.11ax),196379422892.0,21DK0004GE,,Notebooks
Fujitsu LIFEBOOK U7613 WUXGA 16 i5 W11P VFY:U7613MF5DMDE,1223.85,16.0,40.6,1920x1200,,1.45,20.9,357.0,249.3,Windows 11 Pro,i5-1335U,8.0,Intel Iris Xe Graphics,,256.0,SSD,11.5,65.0,65.0,,2.0,False,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4065221930501.0,VFY:U7613MF5DMDE,,Notebooks
LENOVO TP L15 G4 R7P 7730U 16GB,1153.2,15.6,39.6,1920x1080,16:9,1.77,19.9,360.2,237.0,Windows 11 Pro,AMD SoC,16.0,AMD Radeon,,512.0,SSD,,57.0,65.0,,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197529780121.0,21H70021GE,,Notebooks
ACER CHROMEBOOK CP311-3H-K7MM MT8183,384.62,11.6,29.5,1366x768,,1.2,18.8,290.0,206.0,ChromeOS,MediaTek,4.0,ARM Mali-G72 MP3,,64.0,Flash,16.0,,45.0,,2.0,True,False,False,False,True,4.2,Wi-Fi 5 (802.11ac),4710886323778.0,NX.HUVEG.007,,Notebooks
Fujitsu LIFEBOOK U7613 WUXGA 16 i7 W11P,1533.48,16.0,40.6,1920x1200,,1.45,20.9,357.0,249.3,Windows 11 Pro,i7-1355U,16.0,Intel Iris Xe Graphics,,512.0,SSD,11.5,65.0,65.0,,2.0,False,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4065221930570.0,VFY:U7613MF7HMDE,,Notebooks
LENOVO TP X1 CARBON G11 I7-1355U 16GB 512GB SSD WUXGA W11P 4G 21HM0049GE,2296.28,14.0,35.6,1920x1200,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Atmos,4.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),196804329703.0,21HM0049GE,,Notebooks
Fujitsu LIFEBOOK U7413 FHD 14 i5 W11P VFY:U7413MF5EMDE,1315.59,14.0,35.6,1920x1080,,1.13,18.9,322.0,211.0,Windows 11 Pro,i5-1335U,8.0,Intel Iris Xe Graphics,,256.0,SSD,12.0,60.0,65.0,,2.0,False,True,False,True,True,5.3,Wi-Fi 6E (802.11ax),4065221930433.0,VFY:U7413MF5EMDE,,Notebooks
Acer B4B Extensa 215 EX215-55-58RU i5-1235U/8GB/256GB SSD Linux,426.34,15.6,39.6,1920x1080,16:9,1.78,19.9,362.9,241.3,Linux,i5-1235U,8.0,Intel Iris Xe Graphics,,256.0,SSD,,,,,2.0,False,False,True,True,True,5.0,Wi-Fi 5 (802.11ac),4711121367519.0,NX.EGYEG.004,,Notebooks
Fujitsu LIFEBOOK U7613 WUXGA 16 touch i5 W11P,1410.68,16.0,40.6,1920x1200,,1.45,20.9,357.0,249.3,Windows 11 Pro,i5-1335U,16.0,Intel Iris Xe Graphics,,512.0,SSD,11.5,65.0,65.0,,2.0,True,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4065221930525.0,VFY:U7613MF5FMDE,,Notebooks
ThinkPad P14s AMD Gen3 / R7-6850U / 32GB / 1TB / Win 11 Pro,1742.99,14.0,35.6,1920x1200,16:10,1.41,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,32.0,AMD Radeon 680M,,1.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529937938.0,21J50033GE,,Notebooks
"Notebook 15.6"" Dell Latitude 5540 I5-1345U 16GB 512GB SSD FHD W11P",1117.36,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,5397184806135.0,DCC9D,,Notebooks
LENOVO TP X1 CARBON G11 I5-1335U 16GB 512GB SSD 14.0 WUXGA W11P,1972.85,14.0,35.6,1920x1200,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,57.0,65.0,Dolby Atmos,4.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),196804331508.0,21HM004HGE,,Notebooks
Dell LATITUDE 3440 I5-1335U 8GB,794.6,14.0,35.6,1920x1080,16:9,1.54,1.77,322.2,219.4,Windows 11 Pro,i5-1335U,8.0,Intel Iris Xe Graphics,,256.0,SSD,,54.0,65.0,MaxxAudio Pro,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184806661.0,K8W15,,Notebooks
Dell LATITUDE 5440 I5-1345U 16GB 512GB FHD W11P 2H3CX,1091.94,14.0,35.6,1920x1080,16:9,1.39,1.91,321.4,212.0,Windows 11 Pro,i5-1345U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,54.0,65.0,MaxxAudio,2.0,False,True,False,True,True,,Wi-Fi 6E (802.11ax),5397184801598.0,2H3CX,,Notebooks
Lenovo V15 G4 i5-1335U 8/256 SSD FHD W11P,676.77,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,196804975290.0,83A1002YGE,,Notebooks
Lenovo ThinkPad T16 G2 i7-1355U 32GB/1TB SSD WUXGA W11P,2083.28,16.0,40.6,1920x1200,16:10,1.67,20.5,361.9,255.5,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,1.0,SSD,,52.5,65.0,Dolby Audio,2.0,True,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197532289208.0,21HH007SGE,,Notebooks
Fujitsu Lifebook U7613 WUXGA 16 i5 W11P,1585.99,16.0,40.6,1920x1200,,1.45,20.9,357.0,249.3,Windows 11 Pro,i5-1335U,16.0,Intel Iris Xe Graphics,,1.0,SSD,11.5,65.0,65.0,,2.0,False,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4065221930518.0,VFY:U7613MF5EMDE,,Notebooks
"Lenovo ThinkPad P15v G3 15"" i7-12700H 1x32GB/1TB Touch W11P",1896.57,15.0,39.6,1920x1080,16:9,2.1,22.7,366.5,250.0,Windows 11 Pro,Intel SoC,32.0,Intel Iris Xe Graphics,,1.0,SSD,,68.0,135.0,Dolby Audio Premium,2.0,True,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),196804993973.0,21D8005YGE,,Notebooks
"MSI Summit E13 FlipEvo A13MT-233 13.4"" i7-1360P/16GB/1TB W11P",1998.99,13.4,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711377077590.0,0013P3-233,,Notebooks
Fujitsu LIFEBOOK E5412A FHD 14 AMD Ryzen 7 W11P,760.94,14.0,35.6,1920x1080,,1.35,19.9,322.0,211.0,Windows 11 Pro,5875U,16.0,AMD Radeon Graphics,,512.0,SSD,14.5,60.0,65.0,,,False,False,False,False,True,5.2,Wi-Fi 6 (802.11ax),4065221864424.0,VFY:E542AMHBAMDE,,Notebooks
Dell Latitude 5540 I5-1345U 16GB 512GB SSD FHD W11P,1255.78,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,5397184806159.0,KY2R0,,Notebooks
Lenovo TP X1 CARBON G11 I7-1355U 32GB 1TB SSD 14.0 WUXGA W11P 4G,2513.66,14.0,35.6,1920x1200,16:10,1.12,15.4,315.6,222.5,Windows 11 Pro,Intel SoC,32.0,Intel Iris Xe Graphics,,1.0,SSD,,57.0,65.0,Dolby Atmos,4.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529553107.0,21HM006VGE,,Notebooks
ACER TMP216-51-53K4 I7-1255U,762.67,15.6,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,4711121294792.0,NX.B13EG.001,,Notebooks
Acer TravelMate P2 TMP215-54 - Intel Core i7-1255U - Schiefer Schwarz,1010.98,15.6,39.6,1920x1080,,1.9,19.9,359.7,245.3,Windows 11 Pro,i7-1255U,8.0,Intel Iris Xe Graphics,,512.0,SSD,8.5,50.0,45.0,,,False,False,True,False,True,5.0,Wi-Fi 6 (802.11ax),4711121198960.0,NX.VVAEG.002,,Notebooks
LENOVO X13 YOGA G4 I5-1335U 8GB,1590.09,13.3,33.8,1920x1200,16:10,1.21,16.4,301.7,214.6,Windows 11 Pro,Intel SoC,8.0,Intel Iris Xe Graphics,,256.0,SSD,,54.7,65.0,Dolby Audio,2.0,True,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529079447.0,21F20020GE,,Notebooks
LG Electronics 17ZB90R Notebook I7 16GB LPDDR4X 512GB SSD schwarz W11P,1226.92,17.0,43.2,2560x1600,16:10,1.35,17.8,380.2,260.1,Windows 11 Pro,i7-1360P,16.0,Intel Iris Xe Graphics,,512.0,SSD,,80.0,,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),8806087973297.0,17ZB90R-G.AP75G,,Notebooks
Lenovo ThinkPad P16v G1 i7-13700H 1x32/1TB Touch W11P,1894.21,16.0,40.6,1920x1200,16:10,2.2,24.7,365.0,262.0,Windows 11 Pro,Intel SoC,32.0,Intel Iris Xe Graphics,,1.0,SSD,,90.0,135.0,Dolby Audio Premium,2.0,True,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),197529679876.0,21FC0011GE,,Notebooks
Fujitsu LIFEBOOK U7413 FHD 14 i5 W11P VFY:U7413MF5GMDE,1326.83,14.0,35.6,1920x1080,,1.13,18.9,322.0,211.0,Windows 11 Pro,i5-1335U,16.0,Intel Iris Xe Graphics,,512.0,SSD,12.0,60.0,65.0,,2.0,False,True,False,True,True,5.3,Wi-Fi 6E (802.11ax),4065221930457.0,VFY:U7413MF5GMDE,,Notebooks
"Apple MacBook Air gold, Apple M1, 7 Core GPU, 8GB RAM, 256GB SSD [2020 / Z12A] (MGND3D/A",955.68,13.3,33.8,2560x1600,16:9,1.29,16.1,304.1,212.4,macOS Big Sur,M1,8.0,Apple GPU,,256.0,SSD,18.0,49.9,30.0,Dolby Atmos,2.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),194252058503.0,MGND3D/A,2020.0,Notebooks
Lenovo Thinkpad P14S G4 R7P-7840U 32GB,1873.38,14.0,35.6,1920x1200,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,32.0,AMD Radeon 780M,,1.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197528122038.0,21K50003GE,,Notebooks
LENOVO X13 G4 I5-1335U 16GB,1635.77,13.3,33.8,1920x1200,16:10,1.09,15.9,301.7,214.8,Windows 11 Pro,Intel SoC,16.0,Intel Iris Xe Graphics,,512.0,SSD,,54.7,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529154786.0,21EX0038GE,,Notebooks
Fujitsu LIFEBOOK U9413 WUXGA 14 touch i5 W11P,1762.86,14.0,35.6,1920x1200,16:10,0.908,1.58,308.8,209.0,Windows 11 Pro,i5-1335U,16.0,Intel Iris Xe Graphics,,512.0,SSD,,64.0,65.0,,2.0,True,True,False,False,True,,Wi-Fi 6E (802.11ax),4065221930587.0,VFY:U9413MF5DMDE,,Notebooks
ACER TravelMate VERO TMV15-51-57HB Intel-Core i5-1155G7 FHD mit IPS 16GB 512GB SSD W11P,943.66,15.6,39.6,1920x1080,16:9,1.8,17.9,363.4,238.5,Windows 11 Pro,i5-1155G7,16.0,Intel Iris Xe Graphics,,512.0,SSD,7.0,48.0,65.0,,2.0,False,True,True,True,True,5.0,Wi-Fi 6 (802.11ax),4710886774778.0,NX.VU2EG.001,,Notebooks
Fujitsu LIFEBOOK U7613 WUXGA 16 touch i7 W11P,2106.42,16.0,40.6,1920x1200,,1.45,20.9,357.0,249.3,Windows 11 Pro,i7-1370P,32.0,Intel Iris Xe Graphics,,1.0,SSD,11.5,65.0,65.0,,2.0,True,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4065221930556.0,VFY:U7613MF7FMDE,,Notebooks
Lenovo ThinkPad L15 AMD G3 R5-5675U 16/512GB SSD FHD W10P,860.78,15.6,39.6,1920x1080,16:9,1.76,19.9,360.2,237.0,Windows 11 Pro,AMD SoC,16.0,AMD Radeon Graphics,,512.0,SSD,,57.0,65.0,Dolby Audio,2.0,False,True,True,True,True,5.2,Wi-Fi 6 (802.11ax),196801083813.0,21C7003GGE,,Notebooks
LG Electronics 16ZB90R Notebook I7 16GB LPDDR4X 1TB SSD schwarz W11P,1285.99,16.0,40.6,2560x1600,16:10,1.19,16.8,355.9,243.4,Windows 11 Pro,i7-1360P,16.0,Intel Iris Xe Graphics,,1.0,SSD,22.0,80.0,,Dolby Atmos,2.0,False,True,True,True,True,5.1,Wi-Fi 6E (802.11ax),8806087973594.0,16ZB90R-G.AP78G,,Notebooks
MSI Vector GP68HX 12VH-016 - Intel Core i9 12900HX / 2.3 GHz - Win 11 Home - GeForce RTX 4080 - 16 GB RAM - 1 TB SSD NVMe 1900,2652.18,16.0,40.6,1920x1080,,2.67,2.22,357.0,284.0,Windows 11 Home,MediaTek SoC,16.0,Intel® UHD Graphics,NVIDIA GeForce RTX 4080,1.0,SSD,,90.0,330.0,NAHIMIC 3,2.0,False,True,True,True,True,5.3,Wi-Fi 6E (802.11ax),4711377087421.0,0015M1-016,,Notebooks
LENOVO ThinkPad L15 G3 R5-5675U 16GB 512GB SSD FHD W10P DG 4G,971.3,15.6,39.6,1920x1080,16:9,1.76,19.9,360.2,237.0,Windows 11 Pro,AMD SoC,16.0,AMD Radeon Graphics,,512.0,SSD,,57.0,65.0,Dolby Audio,2.0,False,True,True,True,True,5.2,Wi-Fi 6E (802.11ax),196801333369.0,21C7003WGE,,Notebooks
LENOVO ThinkPad L13 Yoga G4 AMD Ryzen 7 Pro 7730U WUXGA Touch 16GB 512GB SSD UMA WWAN Ready W11P Black,1296.23,13.3,33.8,1920x1200,16:10,1.31,17.1,305.0,218.0,Windows 11 Pro,AMD SoC,16.0,AMD Radeon Graphics,,512.0,SSD,,46.0,45.0,Dolby Audio Premium,2.0,True,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),196803953527.0,21FR0005GE,,Notebooks
Lenovo ThinkPad T14s G4 AMD Ryzen 5 Pro 7540U WUXGA 32GB 512GB SSD UMA W11P WWAN Ready Black TopSeller,1829.0,14.0,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,197528224183.0,21F8000KGE,,Notebooks
"Apple MacBook Air (13""",1578.74,13.0,34.5,2560x1664,,1.24,11.3,304.1,215.0,macOS Monterey,M2,8.0,Apple GPU,,512.0,SSD,,52.6,35.0,,4.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),194253082620.0,MLY23D/A,2022.0,Notebooks
"Acer Notebook TravelMate P6 TMP614-52 Intel Core i5-1135G7, schwarz",1148.95,14.0,35.6,1920x1200,16:10,1.05,16.8,312.0,226.0,Windows 11 Pro,i5-1135G7,16.0,Intel Iris Xe Graphics,,512.0,SSD,20.0,56.0,65.0,,2.0,False,True,False,True,True,5.0,Wi-Fi 6 (802.11ax),4710886976899.0,NX.VTNEG.001,,Notebooks
ThinkPad P14s AMD Gen3 / R7-6850U / 16GB / 512GB / Win 11 Pro,1605.99,14.0,35.6,1920x1200,16:10,1.41,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,16.0,AMD Radeon 680M,,512.0,SSD,,52.5,65.0,Dolby Audio,2.0,False,True,False,True,True,5.1,Wi-Fi 6E (802.11ax),197529939871.0,21J50037GE,,Notebooks
